"district","type","name","address","tel","website","twd97E","twd97N","update_date"
"瑞芳區","國民小學","市立義方國小","新北市瑞芳區龍山里逢甲路360號","02-24970961","www.jfps.ntpc.edu.tw","330922.7585","2778562.01097","2017-07-17 06:00:00.627"
"瑞芳區","國民小學","市立鼻頭國小","新北市瑞芳區鼻頭里鼻頭路99號","02-24911571","www.pitoues.ntpc.edu.tw","342707.50097","2779527.68422999","2017-07-17 06:00:00.627"
"瑞芳區","國民小學","市立濂洞國小","新北市瑞芳區濂洞里洞頂路101巷80號","02-24961330","www.ldes.ntpc.edu.tw","336699.04479","2779603.27784","2017-07-17 06:00:00.627"
"瑞芳區","國民中學","市立欽賢國中九份校區","新北市瑞芳區崙頂路3之1號","02-24972261","www.cejh.ntpc.edu.tw","335320.25641","2777660.08393","2017-07-17 06:00:00.627"
"瑞芳區","國民中學","市立欽賢國中鼻頭校區","新北市瑞芳區南雅里87之1號","02-24911580","www.cejh.ntpc.edu.tw","339441.24145","2779446.49625999","2017-07-17 06:00:00.627"
"瑞芳區","國民中學","市立瑞芳國中","新北市瑞芳區三瓜子坑路1號","02-24972415","www.rfjh.ntpc.edu.tw","332235.68557","2777959.02156999","2017-07-17 06:00:00.627"
"瑞芳區","國民中學","私立時雨中學","新北市瑞芳區銅山里祈堂路217號","02-24962217","www.syjh.ntpc.edu.tw","336281.141092","2778166.29938","2017-07-17 06:00:00.627"
"瑞芳區","完全中學","私立時雨中學","新北市瑞芳區銅山里祈堂路217號","02-24962217","www.syjh.ntpc.edu.tw","336281.14109","2778166.29938","2017-07-17 06:00:00.627"
"瑞芳區","高中職","市立瑞芳高工","新北市瑞芳區龍山里瑞芳街60號","02-24972516","www.jfvs.ntpc.edu.tw","331052.76689","2778254.94796","2017-07-17 06:00:00.627"
"瑞芳區","火車站","八斗子火車站","新北市瑞芳區深澳里","","","330960.94002","2780999.02236999","2017-07-17 06:00:00.627"
"瑞芳區","火車站","三貂嶺火車站","新北市瑞芳區碩仁里魚寮路1號","02-24971896","www.railway.gov.tw","332976.01344","2773289.35668","2017-07-17 06:00:00.627"
"瑞芳區","火車站","四腳亭火車站","新北市瑞芳區吉慶里中央路65號","02-24579346","www.railway.gov.tw","326849.137","2777364.5751","2017-07-17 06:00:00.627"
"瑞芳區","火車站","猴硐火車站","新北市瑞芳區光復里柴寮路70號","02-24977747","www.railway.gov.tw","333437.52556","2775686.18727","2017-07-17 06:00:00.627"
"瑞芳區","火車站","瑞芳火車站","新北市瑞芳區龍潭里明燈路三段82號","02-24972033","www.railway.gov.tw","331295.67303","2778098.29425999","2017-07-17 06:00:00.627"
"林口區","公所","林口區公所","新北市林口區仁愛路一段378號","02-26033111","www.linkou.ntpc.gov.tw","289208.799","2774336.982","2017-07-17 06:00:00.627"
"林口區","稅捐機關","新北市政府稅捐稽徵處林口分處","新北市林口區忠孝二路55號3樓","02-26005200","www.tax.ntpc.gov.tw/core/main/inpage.php?pageId=158","286720.0","2773531.0","2017-07-17 06:00:00.627"
"林口區","戶政事務所","新北市林口戶政事務所","新北市林口區竹林路2號","02-26011574","www.linkou.ris.ntpc.gov.tw","289012.763","2774350.557","2017-07-17 06:00:00.627"
"林口區","衛生所","新北市林口區衛生所","新北市林口區忠孝二路55號1樓","02-26068760","linkou.health.ntpc.gov.tw","286753.0","2773545.0","2017-07-17 06:00:00.627"
"林口區","警察機關","下福派出所","新北市林口區下福里99之1號","02-26062835","www.xinzhuang.police.ntpc.gov.tw","279335.0","2778809.0","2017-07-17 06:00:00.627"
"林口區","警察機關","文化派出所","新北市林口區麗園一街5號","02-26095766","www.xinzhuang.police.ntpc.gov.tw","287960.0","2773816.0","2017-07-17 06:00:00.627"
"林口區","警察機關","忠孝派出所","新北市林口區忠孝二路57號","02-26087165","www.xinzhuang.police.ntpc.gov.tw","286748.0","2773550.0","2017-07-17 06:00:00.627"
"林口區","警察機關","林口分駐所","新北市林口區林口里中正路102號","02-26022929","www.xinzhuang.police.ntpc.gov.tw","289699.0","2774403.0","2017-07-17 06:00:00.627"
"林口區","警察機關","瑞平派出所","新北市林口區瑞平里10鄰44號","02-26052724","www.xinzhuang.police.ntpc.gov.tw","283877.0","2779416.0","2017-07-17 06:00:00.627"
"林口區","消防機關","新北市第二救災救護大隊林口分隊","新北市林口區溪林里中山路137號","02-26011166","www.fire.ntpc.gov.tw","289179.15251","2774564.62751","2017-07-17 06:00:00.627"
"林口區","其他機關","林口區農會","新北市林口區林口路29號","02-26011226","","289434.00012207","2774495.00012207","2017-07-17 06:00:00.627"
"林口區","其他機關","新北市林口區調解委員會","新北市林口區仁愛路60號","02-26033111轉49","","289155.97790527","2774325.68432617","2017-07-17 06:00:00.627"
"林口區","國民小學","市立林口國小","新北市林口區林口路76號","02-26011010","www.lkes.ntpc.edu.tw","289386.64803","2774708.56031","2017-07-17 06:00:00.627"
"林口區","國民小學","市立南勢國小","新北市林口區南勢街215號","02-26091020","www.nses.ntpc.edu.tw","286193.49897","2774139.61335999","2017-07-17 06:00:00.627"
"林口區","國民小學","市立瑞平國小","新北市林口區太平里後坑路34之1號","02-26052779","www.rpes.ntpc.edu.tw","285264.92157","2780074.06571999","2017-07-17 06:00:00.627"
"林口區","國民小學","市立嘉寶國小","新北市林口區嘉寶里22號","02-26052716","www.jbes.ntpc.edu.tw","284187.80538","2777831.87683","2017-07-17 06:00:00.627"
"林口區","國民小學","市立興福國小","新北市林口區下福里10之1號","02-26062135","www.hfps.ntpc.edu.tw","281533.46439","2778265.68594999","2017-07-17 06:00:00.627"
"林口區","國民小學","市立頭湖國小","新北市林口區民權路101號","02-26080766","www.jles.ntpc.edu.tw","287560.33827","2774972.54120999","2017-07-17 06:00:00.627"
"林口區","國民小學","市立麗林國小","新北市林口區公園路46號","02-26008457","www.lles.ntpc.edu.tw","287138.52348","2773353.46689999","2017-07-17 06:00:00.627"
"林口區","國民小學","市立麗園國小","新北市林口區忠孝路591號","02-26091061","www.lyaes.ntpc.edu.tw","287977.55925","2773466.37518","2017-07-17 06:00:00.627"
"林口區","國民中學","市立佳林國中","新北市林口區中山路268號","02-26028555","www.jljh.ntpc.edu.tw","288762.04024","2774741.89891","2017-07-17 06:00:00.627"
"林口區","國民中學","市立林口國中","新北市林口區民治路25號","02-26011014","www.lkjh.ntpc.edu.tw","287998.59916","2774354.51727","2017-07-17 06:00:00.627"
"林口區","國民中學","市立崇林國中","新北市林口區文化一路一段20號","02-26095829","www.ttcjhs.ntpc.edu.tw","287352.53335","2773312.46125","2017-07-17 06:00:00.627"
"林口區","高中職","市立林口高中","新北市林口區東勢里仁愛路二段173號","02-26009482","www.lksh.ntpc.edu.tw","288445.0345","2773950.85919","2017-07-17 06:00:00.627"
"林口區","高中職","私立醒吾高中","新北市林口區粉寮路一段75巷80號","02-26012644","www.swsh.ntpc.edu.tw","289943.70565","2774722.17616999","2017-07-17 06:00:00.627"
"林口區","大專院校","私立醒吾科技大學","新北市林口區粉寮路一段101號","02-26015310","www.hwu.edu.tw","289872.81564","2774842.40317999","2017-07-17 06:00:00.627"
"林口區","大專院校","國立臺灣師範大學林口校區","新北市林口區仁愛路一段2號","02-77148888","www.ntnu.edu.tw","290534.61841","2773416.28687","2017-07-17 06:00:00.627"
"林口區","教育研究機構","財團法人台灣電子檢驗中心林口實驗室","新北市林口區頂福里34號","02-26023052","www.etc.org.tw","285485.20386","2776593.0233","2017-07-17 06:00:00.627"
"林口區","捷運站","機場捷運林口站","新北市林口區","","","286463.58927","2773101.94509","2017-07-17 06:00:00.627"
"五股區","公所","五股區公所","新北市五股區中興路四段50號","02-22916051","www.wugu.ntpc.gov.tw","294192.888","2775046.236","2017-07-17 06:00:00.627"
"五股區","戶政事務所","新北市五股戶政事務所","新北市五股區中興路四段70號","02-22916698","www.wugu.ris.ntpc.gov.tw","294103.981","2775083.709","2017-07-17 06:00:00.627"
"五股區","衛生所","新北市五股區衛生所","新北市五股區五股里中興路四段67之1號","02-22917717","wugu.health.ntpc.gov.tw","294066.0","2775115.0","2017-07-17 06:00:00.627"
"五股區","警察機關","五股分駐所","新北市五股區五股里中興路四段67號","02-22916948","www.lujhou.police.ntpc.gov.tw","294066.0","2775099.0","2017-07-17 06:00:00.627"
"五股區","警察機關","成州派出所","新北市五股區成德里成泰路三段539號","02-22921296","www.lujhou.police.ntpc.gov.tw","295551.0","2777090.0","2017-07-17 06:00:00.627"
"五股區","警察機關","更寮派出所","新北市五股區中興路二段147號","02-29711126","www.lujhou.police.ntpc.gov.tw","296190.0","2774465.0","2017-07-17 06:00:00.627"
"五股區","警察機關","德音派出所","新北市五股區水碓二路1號","02-82923789","www.luzhou.police.ntpc.gov.tw","293348.0","2773858.0","2017-07-17 06:00:00.627"
"五股區","消防機關","新北市特搜大隊德音分隊","新北市五股區明德路8號","02-22912363","www.fire.ntpc.gov.tw","293726.393058","2773760.95992","2017-07-17 06:00:00.627"
"五股區","消防機關","新北市第二救災救護大隊五股分隊","新北市五股區工商路1號","02-22921119","www.fire.ntpc.gov.tw","294365.769757","2774984.048","2017-07-17 06:00:00.627"
"五股區","消防機關","新北市第二救災救護大隊更寮分隊","新北市五股區中興路二段83巷26-6號","02-29884119","www.fire.ntpc.gov.tw","296571.279536","2774527.53393","2017-07-17 06:00:00.627"
"五股區","其他機關","五股區農會","新北市五股區民義路一段13號","02-22914060","","294058.00012207","2775097.00012207","2017-07-17 06:00:00.627"
"五股區","其他機關","新北市五股區調解委員會","新北市五股區中興路4段50號","02-22920563","","294429.44873046","2774944.42169189","2017-07-17 06:00:00.627"
"五股區","國民小學","市立五股國小","新北市五股區五股里成泰路二段49號","02-22917191","www.wkes.ntpc.edu.tw","294062.69237","2775023.14585","2017-07-17 06:00:00.627"
"五股區","國民小學","市立成州國小","新北市五股區成泰路三段493號","02-22933613","www.cjoes.ntpc.edu.tw","295402.74886","2776888.16386","2017-07-17 06:00:00.627"
"五股區","國民小學","市立更寮國小","新北市五股區四維路2號","02-29824591","www.glps.ntpc.edu.tw","297214.68687","2773624.99816","2017-07-17 06:00:00.627"
"五股區","國民小學","市立德音國小","新北市五股區明德路2號","02-22924152","www.tyes.ntpc.edu.tw","293866.68773","2773810.0166","2017-07-17 06:00:00.627"
"五股區","國民中學","市立五股國中","新北市五股區五股里成泰路二段49巷15號","02-22915224","www.wkjh.ntpc.edu.tw","293908.72585","2774975.07237","2017-07-17 06:00:00.627"
"五股區","教育研究機構","財團法人醫藥工業技術發展中心","新北市五股區五權路9號7樓","02-66251166","www.pitdc.org.tw","295251.57988","2773055.68618999","2017-07-17 06:00:00.627"
"五股區","軍警學校","憲兵學校五股校區","新北市五股區成泰路一段175號","02-22928271轉695610","mpedu.mnd.gov.tw","293845.0","2774224.0","2017-07-17 06:00:00.627"
"貢寮區","公所","貢寮區公所","新北市貢寮區朝陽街54號","02-24941601","www.gongliao.ntpc.gov.tw","341853.376","2768506.55","2017-07-17 06:00:00.627"
"貢寮區","戶政事務所","新北市瑞芳戶政事務所貢寮區所","新北市貢寮區朝陽街56號","02-24941034","www.gongliao.ris.ntpc.gov.tw","341855.341","2768512.589","2017-07-17 06:00:00.627"
"貢寮區","衛生所","新北市貢寮區衛生所","新北市貢寮區仁愛路128號","02-24901431","gongliao.health.ntpc.gov.tw","343590.0","2772185.0","2017-07-17 06:00:00.627"
"貢寮區","警察機關","卯澳派出所","新北市貢寮區福連里福連街18號","02-24991540","www.ruifang.police.ntpc.gov.tw","349722.0","2767578.0","2017-07-17 06:00:00.627"
"貢寮區","警察機關","吉林派出所","新北市貢寮區吉林里枋腳街4號","02-24941534","www.ruifang.police.ntpc.gov.tw","339451.0","2766317.0","2017-07-17 06:00:00.627"
"貢寮區","警察機關","和美派出所","新北市貢寮區和美里和美街30號","02-24901504","www.ruifang.police.ntpc.gov.tw","342164.0","2775284.0","2017-07-17 06:00:00.627"
"貢寮區","警察機關","保安仁里分隊","新北市貢寮區美豐里丹裡街1號","02-24901113","","343065.0","2771956.0","2017-07-17 06:00:00.627"
"貢寮區","警察機關","保安第二總隊第二大隊第一中隊","新北市貢寮區美豐里丹裡街1號","02-24901574","","343036.0","2771984.0","2017-07-17 06:00:00.627"
"貢寮區","警察機關","保安龍門分隊","新北市貢寮區美豐里丹裡街1號","02-24901114","","343038.0","2771956.0","2017-07-17 06:00:00.627"
"貢寮區","警察機關","保安警察第二總隊二大一中","新北市貢寮區丹裡街1號","02-24901574","","342660.037","2772141.656","2017-07-17 06:00:00.627"
"貢寮區","警察機關","保安警察第二總隊仁里分隊","新北市貢寮區丹裡街1號","02-24901113","","342660.037","2772141.656","2017-07-17 06:00:00.627"
"貢寮區","警察機關","保安警察第二總隊龍門分隊","新北市貢寮區丹裡街1號","02-24901114","","342660.037","2772141.656","2017-07-17 06:00:00.627"
"貢寮區","警察機關","保安警察第二總隊鹽寮分隊","新北市貢寮區丹裡街1號","02-24902540","","342660.037","2772141.656","2017-07-17 06:00:00.627"
"貢寮區","警察機關","保安鹽寮分隊","新北市貢寮區美豐里丹裡街1號","02-24902459","","343063.0","2771987.0","2017-07-17 06:00:00.627"
"貢寮區","警察機關","貢寮分駐所","新北市貢寮區貢寮里朝陽街56-1號","02-24941542","www.ruifang.police.ntpc.gov.tw","341828.0","2768520.0","2017-07-17 06:00:00.627"
"貢寮區","警察機關","福隆派出所","新北市貢寮區福隆里福隆街19號","02-24991541","www.ruifang.police.ntpc.gov.tw","345352.0","2767939.0","2017-07-17 06:00:00.627"
"貢寮區","警察機關","澳底派出所","新北市貢寮區真理里延平街36號","02-24901074","www.ruifang.police.ntpc.gov.tw","343292.0","2772340.0","2017-07-17 06:00:00.627"
"貢寮區","消防機關","新北市第六救災救護大隊貢寮分隊","新北市貢寮區貢寮里朝陽街66號","02-24941314","www.fire.ntpc.gov.tw","341830.259762","2768516.66361","2017-07-17 06:00:00.627"
"貢寮區","其他機關","貢寮區漁會","新北市貢寮區真理里新港街55號","02-24901193","","343486.00012207","2772392.00012207","2017-07-17 06:00:00.627"
"貢寮區","其他機關","新北市貢寮區調解委員會","新北市貢寮區朝陽街54號","02-24941601轉218","","341494.20709228","2768613.12890625","2017-07-17 06:00:00.627"
"貢寮區","國民小學","市立和美國小","新北市貢寮區和美里龍洞街1之9號","02-24909431","www.hmps.ntpc.edu.tw","342737.55777","2778529.31932999","2017-07-17 06:00:00.627"
"貢寮區","國民小學","市立貢寮國小","新北市貢寮區雙玉里學苑街7號","02-24941274","www.kles.ntpc.edu.tw","342351.55572","2768525.16913999","2017-07-17 06:00:00.627"
"貢寮區","國民小學","市立貢寮國小吉林分班","新北市貢寮區吉林里內寮街55號","02-24941077","www.kles.ntpc.edu.tw","339622.387288","2764508.82949","2017-07-17 06:00:00.627"
"貢寮區","國民小學","市立福連國小","新北市貢寮區福連里福連街1號","02-24991194","www.fulps.ntpc.edu.tw","349799.0666","2767989.45081999","2017-07-17 06:00:00.627"
"貢寮區","國民小學","市立福隆國小","新北市貢寮區福隆里東興街35號","02-24991449","www.flps.ntpc.edu.tw","345758.76458","2768039.27642","2017-07-17 06:00:00.627"
"貢寮區","國民小學","市立澳底國小","新北市貢寮區真理里延平街10號","02-24901432","www.auti.ntpc.edu.tw","343351.21921","2772160.55574","2017-07-17 06:00:00.627"
"貢寮區","國民中學","市立貢寮國中","新北市貢寮區龍崗里嵩陽街42號","02-24941083","www.kljh.ntpc.edu.tw","341648.46469","2767886.06290999","2017-07-17 06:00:00.627"
"貢寮區","國民中學","市立豐珠中小學","新北市貢寮區美豐里雞母嶺街6之6號","02-24903727","www.fjjh.ntpc.edu.tw","340961.32804","2773381.33009999","2017-07-17 06:00:00.627"
"貢寮區","火車站","貢寮火車站","新北市貢寮區貢寮里朝陽街33號","02-24941500","www.railway.gov.tw","341708.18303","2768502.36073999","2017-07-17 06:00:00.627"
"貢寮區","火車站","福隆火車站","新北市貢寮區福隆里福隆街2號","02-24991800","www.railway.gov.tw","345333.42268","2767850.7935","2017-07-17 06:00:00.627"
"蘆洲區","公所","蘆洲區公所","新北市蘆洲區三民路95號","02-22811484","www.luzhou.ntpc.gov.tw","297801.786","2775249.26","2017-07-17 06:00:00.627"
"蘆洲區","戶政事務所","新北市蘆洲戶政事務所","新北市蘆洲區集賢路245號8樓","02-22818536","www.luzhou.ris.ntpc.gov.tw","298591.593","2775257.283","2017-07-17 06:00:00.627"
"蘆洲區","監理機關","新北市交通事件裁決處蘆洲辦公室","新北市蘆洲區中山二路163號","02-89786117","www.tad.ntpc.gov.tw","297562.17526","2774827.71631","2017-07-17 06:00:00.627"
"蘆洲區","監理機關","臺北區監理所蘆洲監理站","新北市蘆洲區中山二路163號","02-22886883","luj.tmvso.gov.tw","297562.17526053","2774827.71630548","2017-07-17 06:00:00.627"
"蘆洲區","衛生所","新北市蘆洲區衛生所","新北市蘆洲區中央路58號","02-22811461","luzhou.health.ntpc.gov.tw","297748.0","2775155.0","2017-07-17 06:00:00.627"
"蘆洲區","警察機關","三民派出所","新北市蘆洲區三民路609號","02-22823775","www.luzhou.police.ntpc.gov.tw","296426.0","2776250.0","2017-07-17 06:00:00.627"
"蘆洲區","警察機關","延平派出所","新北市蘆洲區長安街108巷2號","02-82821991","www.luzhou.police.ntpc.gov.tw","296541.0","2774914.0","2017-07-17 06:00:00.627"
"蘆洲區","警察機關","集賢派出所","新北市蘆洲區集賢路245號1樓","02-82832110","www.luzhou.police.ntpc.gov.tw","298595.0","2775265.0","2017-07-17 06:00:00.627"
"蘆洲區","警察機關","蘆洲分局","新北市蘆洲區三民路609號","02-22810555","www.luzhou.police.ntpc.gov.tw","296432.0","2776260.0","2017-07-17 06:00:00.627"
"蘆洲區","警察機關","蘆洲交通分隊","新北市蘆洲區中山二路92號3樓","02-22836225","www.luzhou.police.ntpc.gov.tw","297696.0","2774939.0","2017-07-17 06:00:00.627"
"蘆洲區","警察機關","蘆洲派出所","新北市蘆洲區中山二路92號","02-22855966","www.luzhou.police.ntpc.gov.tw","297708.0","2774948.0","2017-07-17 06:00:00.627"
"蘆洲區","消防機關","新北市第三救災救護大隊","新北市蘆洲區中山一路415號4-5樓","02-82859119","www.fire.ntpc.gov.tw","297309.45385","2774360.343","2017-07-17 06:00:00.627"
"蘆洲區","消防機關","新北市第三救災救護大隊成功分隊","新北市蘆洲區中山一路415號","02-22821119","www.fire.ntpc.gov.tw","297309.45385","2774360.343","2017-07-17 06:00:00.627"
"蘆洲區","消防機關","新北市第三救災救護大隊蘆洲分隊","新北市蘆洲區長榮路792號","02-22858100","www.fire.ntpc.gov.tw","296536.297","2776156.9112","2017-07-17 06:00:00.627"
"蘆洲區","其他機關","新北市政府捷運工程局","新北市蘆洲區集賢路245號5樓","02-22852086","ntpdrts.ntpc.gov.tw","298579.87908935","2775258.09710693","2017-07-17 06:00:00.627"
"蘆洲區","其他機關","新北市蘆洲區調解委員會","新北市蘆洲區三民路95號","02-22885648","","297808.253479","2775259.06671143","2017-07-17 06:00:00.627"
"蘆洲區","其他機關","蘆洲區農會","新北市蘆洲區中山一路129號","02-82820777","","297622.00012207","2775050.00012207","2017-07-17 06:00:00.627"
"蘆洲區","地區醫院","全民醫院","新北市蘆洲區三民路7號","02-22821575","www.doh.gov.tw/CHT2006/DM/DM2.aspx?now_fod_list_no=9206&class_no=1&level_no=3","297986.82794","2774949.13498","2017-07-17 06:00:00.627"
"蘆洲區","國民小學","市立仁愛國小","新北市蘆洲區民族路488號","02-22838815","www.jaes.ntpc.edu.tw","297451.73554","2776056.02636","2017-07-17 06:00:00.627"
"蘆洲區","國民小學","市立成功國小","新北市蘆洲區長安街311號","02-22858998","www.tces.ntpc.edu.tw","296057.71084","2775341.05231","2017-07-17 06:00:00.627"
"蘆洲區","國民小學","市立忠義國小","新北市蘆洲區光榮路30號","02-22899591","www.cyes.ntpc.edu.tw","296743.98081","2775790.71425","2017-07-17 06:00:00.627"
"蘆洲區","國民小學","市立蘆洲國小","新北市蘆洲區中正路100號","02-22816202","www.lces.ntpc.edu.tw","297479.73046","2775254.02186999","2017-07-17 06:00:00.627"
"蘆洲區","國民小學","市立鷺江國小","新北市蘆洲區民族路7號","02-22819980","www.lcps.ntpc.edu.tw","298035.74024","2775262.00946999","2017-07-17 06:00:00.627"
"蘆洲區","國民中學","市立蘆洲國中","新北市蘆洲區中正路265號","02-22823833","www.lcjh.ntpc.edu.tw","296983.72355","2775479.99823","2017-07-17 06:00:00.627"
"蘆洲區","國民中學","市立鷺江國中","新北市蘆洲區長樂路235號","02-82862517","www.ljjh.ntpc.edu.tw","296539.7762","2775914.39641","2017-07-17 06:00:00.627"
"蘆洲區","高中職","市立三民高中","新北市蘆洲區三民路96號","02-22894675","www.smsh.ntpc.edu.tw","297754.73426","2775441.0238","2017-07-17 06:00:00.627"
"蘆洲區","高中職","私立徐匯高中","新北市蘆洲區中山一路1號","02-22817565","www.sish.ntpc.edu.tw","298310.72831","2774654.01012","2017-07-17 06:00:00.627"
"蘆洲區","大專院校","國立空中大學","新北市蘆洲區中正路172號","02-22829355","www.nou.edu.tw","297310.72813","2775503.02443999","2017-07-17 06:00:00.627"
"蘆洲區","大專院校","國立空中大學北二中心","新北市蘆洲區中正路172號","02-22829355#3151","www.nou.edu.tw/~nou13","297326.47476","2775494.16049","2017-07-17 06:00:00.627"
"蘆洲區","捷運站","捷運三民高中站","新北市蘆洲區","02-21812345","www.trtc.com.tw","297798.345","2775285.87047","2017-07-17 06:00:00.627"
"蘆洲區","捷運站","捷運徐匯中學站","新北市蘆洲區","02-21812345","www.trtc.com.tw","298410.26104","2774784.88701","2017-07-17 06:00:00.627"
"蘆洲區","捷運站","捷運蘆洲站","新北市蘆洲區","02-21812345","www.trtc.com.tw","296853.03024","2775999.60501","2017-07-17 06:00:00.627"
"雙溪區","公所","雙溪區公所","新北市雙溪區東榮街25號","02-24931111","www.shuangxi.ntpc.gov.tw","337371.466","2769799.139","2017-07-17 06:00:00.627"
"雙溪區","戶政事務所","新北市瑞芳戶政事務所雙溪區所","新北市雙溪區太平路62號","02-24931105","www.shuangxi.ris.ntpc.gov.tw","337293.065","2770009.161","2017-07-17 06:00:00.627"
"雙溪區","衛生所","新北市雙溪區衛生所","新北市雙溪區新基南街18號","02-24931210","shuangxi.health.ntpc.gov.tw","337437.0","2770271.0","2017-07-17 06:00:00.627"
"雙溪區","警察機關","太平派出所","新北市雙溪區泰平里大平62號","02-24933317","www.ruifang.police.ntpc.gov.tw","333392.0","2762877.0","2017-07-17 06:00:00.627"
"雙溪區","警察機關","平林派出所","新北市雙溪區上林里內平林47號","02-24931794","www.ruifang.police.ntpc.gov.tw","334044.0","2769366.0","2017-07-17 06:00:00.627"
"雙溪區","警察機關","牡丹派出所","新北市雙溪區牡丹里牡丹106號","02-24931340","www.ruifang.police.ntpc.gov.tw","335760.0","2772702.0","2017-07-17 06:00:00.627"
"雙溪區","警察機關","柑腳派出所","新北市雙溪區外柑里外柑腳37號","02-24931744","www.ruifang.police.ntpc.gov.tw","331645.0","2768044.0","2017-07-17 06:00:00.627"
"雙溪區","警察機關","雙溪分駐所","新北市雙溪區太平路64號","02-24931059","www.ruifang.police.ntpc.gov.tw","337303.0","2770016.0","2017-07-17 06:00:00.627"
"雙溪區","消防機關","新北市第六救災救護大隊雙溪分隊","新北市雙溪區共和里中山路45號","02-24931314","www.fire.ntpc.gov.tw","337452.776","2769599.745","2017-07-17 06:00:00.627"
"雙溪區","其他機關","新北市雙溪區調解委員會","新北市雙溪區東榮街25號","02-24931111","","337601.62628173","2769672.20367432","2017-07-17 06:00:00.627"
"雙溪區","國民小學","市立上林國小","新北市雙溪區上林里內平林60號","02-24931671","www.ulps.ntpc.edu.tw","334006.88326","2769239.6683","2017-07-17 06:00:00.627"
"雙溪區","國民小學","市立牡丹國小","新北市雙溪區三貂里政光路3號","02-24931240","www.mdps.ntpc.edu.tw","335914.62003","2772968.20954999","2017-07-17 06:00:00.627"
"雙溪區","國民小學","市立柑林國小","新北市雙溪區長源里柑腳3號","02-24931624","www.gles.ntpc.edu.tw","331196.84106","2767702.23364","2017-07-17 06:00:00.627"
"雙溪區","國民小學","市立雙溪國小","新北市雙溪區共和里東榮街54號","02-24931005","www.sses.ntpc.edu.tw","337514.13689","2769759.94551","2017-07-17 06:00:00.627"
"雙溪區","國民小學","市立雙溪國小泰平分班","新北市雙溪區","","","333365.94507","2762937.34101","2017-07-17 06:00:00.627"
"雙溪區","高中職","市立雙溪高中","新北市雙溪區梅竹蹊3號","02-24931028","www.sxhs.ntpc.edu.tw","337058.9143","2769989.96437999","2017-07-17 06:00:00.627"
"雙溪區","火車站","牡丹火車站","新北市雙溪區牡丹路159號","","www.railway.gov.tw","335954.09766","2772541.43582999","2017-07-17 06:00:00.627"
"雙溪區","火車站","雙溪火車站","新北市雙溪區朝陽街1號","02-24932980","www.railway.gov.tw","337481.19902","2770324.94569","2017-07-17 06:00:00.627"
"三重區","公所","三重區公所","新北市三重區新北大道一段11號","02-29862345","www.sanchong.ntpc.gov.tw","299271.454","2772604.554","2017-07-17 06:00:00.627"
"三重區","稅捐機關","財政部北區國稅局三重稽徵所第一辦公室","新北市三重區重新路四段12號6樓","02-29776868","www.ntbna.gov.tw","299336.068172","2772254.02534","2017-07-17 06:00:00.627"
"三重區","稅捐機關","財政部北區國稅局三重稽徵所第二辦公室","新北市三重區重陽路一段115號1樓","02-29843701","www.ntbna.gov.tw","299129.213503","2772531.93597","2017-07-17 06:00:00.627"
"三重區","稅捐機關","新北市政府稅捐稽徵處三重分處","新北市三重區重陽路一段115號","02-89712345","www.tax.ntpc.gov.tw/core/main/inpage.php?pageId=158","299133.715212","2772526.13338","2017-07-17 06:00:00.627"
"三重區","戶政事務所","新北市三重戶政事務所","新北市三重區新北大道一段9號5~6樓","02-29812291","www.sanchong.ris.ntpc.gov.tw","299358.59","2772640.432","2017-07-17 06:00:00.627"
"三重區","戶政事務所","新北市三重戶政事務所溪美辦事處","新北市三重區溪尾街73號2樓","02-29810907","www.sanchong.ris.ntpc.gov.tw","299516.0","2774473.0","2017-07-17 06:00:00.627"
"三重區","地政事務所","新北市三重地政事務所","新北市三重區新北大道一段11號8、9樓","02-29886336","www.sanchong.land.ntpc.gov.tw","299456.0","2772628.0","2017-07-17 06:00:00.627"
"三重區","衛生所","新北市三重區衛生所","新北市三重區新北大道一段1號","02-29825233","sanchong.health.ntpc.gov.tw","299589.0","2772635.0","2017-07-17 06:00:00.627"
"三重區","警察機關","二重派出所","新北市三重區重新路五段406號","02-29956794","www.sanchong.police.ntpc.gov.tw","297947.0","2771099.0","2017-07-17 06:00:00.627"
"三重區","警察機關","三重分局","新北市三重區重新路3段147號","02-89818900","www.sanchong.police.ntpc.gov.tw","299447.475","2772415.086","2017-07-17 06:00:00.627"
"三重區","警察機關","三重交通分隊","新北市三重區光復路二段175號","02-29955550","www.police.ntpc.gov.tw","297656.0","2772653.0","2017-07-17 06:00:00.627"
"三重區","警察機關","三重派出所","新北市三重區重新路一段43號","02-29722553","www.sanchong.police.ntpc.gov.tw","300678.0","2772957.0","2017-07-17 06:00:00.627"
"三重區","警察機關","大同派出所","新北市三重區正義南路107號","02-29723261","www.sanchong.police.ntpc.gov.tw","300299.0","2772385.0","2017-07-17 06:00:00.627"
"三重區","警察機關","大有派出所","新北市三重區大有里中正北路402號","02-89851911","www.sanchong.police.ntpc.gov.tw","297967.0","2773667.0","2017-07-17 06:00:00.627"
"三重區","警察機關","中興橋派出所","新北市三重區成功路21號","02-29789513","www.sanchong.police.ntpc.gov.tw","299438.0","2771469.0","2017-07-17 06:00:00.627"
"三重區","警察機關","永福派出所","新北市三重區永福里力行路二段162巷53號","02-22802067","www.sanchong.police.ntpc.gov.tw","298605.0","2774350.0","2017-07-17 06:00:00.627"
